CustomerID,support_interacation_count,problem type,support_resolution_time,resolution_satisfication
6233,1,Product Quality,1,7
6234,2,Late Delivery,21,2
6235,1,Product Quality,15,8
6236,9,Late Delivery,21,5
6237,2,Side Effects,22,1
6238,8,Product Quality,24,6
6239,8,Product Quality,23,1
6240,2,Late Delivery,9,10
6241,6,Product Quality,9,1
6242,3,Product Quality,12,4
6243,3,Product Quality,23,8
6244,10,Product Quality,7,4
6245,8,Product Quality,21,6
6246,2,Late Delivery,11,7
6247,4,Late Delivery,10,4
6248,10,Late Delivery,5,9
6249,4,Late Delivery,21,9
6250,9,Product Quality,2,9
6251,1,Product Quality,8,1
6252,5,Product Quality,9,3
6253,8,Product Quality,1,3
6254,3,Product Quality,4,7
6255,3,Late Delivery,24,1
6256,4,Product Quality,20,3
6257,3,Product Quality,2,5
6258,8,Product Quality,8,9
6259,4,Late Delivery,13,9
6260,4,Product Quality,7,9
6261,7,Product Quality,15,8
6262,3,Product Quality,6,7
6263,10,Product Quality,13,6
6264,6,Product Quality,12,7
6265,9,Side Effects,12,1
6266,4,Product Quality,18,10
6267,7,Side Effects,4,7
6268,10,Product Quality,22,2
6269,4,Product Quality,5,5
6270,6,Product Quality,14,3
6271,9,Product Quality,4,3
6272,2,Product Quality,3,5
6273,5,Product Quality,21,5
6274,2,Late Delivery,12,2
6275,5,Product Quality,24,5
6276,3,Product Quality,3,8
6277,9,Product Quality,18,4
6278,9,Product Quality,6,2
6279,9,Late Delivery,2,1
6280,8,Product Quality,7,9
6281,7,Product Quality,4,1
6282,1,Side Effects,17,8
6283,6,Product Quality,18,9
6284,7,Product Quality,22,2
6285,8,Product Quality,13,4
6286,5,Product Quality,3,8
6287,9,Product Quality,15,10
6288,6,Product Quality,11,7
6289,1,Product Quality,20,3
6290,6,Late Delivery,23,1
6291,4,Product Quality,23,9
6292,9,Wrong Item Received,10,8
6293,4,Side Effects,16,5
6294,8,Side Effects,20,9
6295,10,Product Quality,17,7
6296,1,Product Quality,13,6
6297,4,Late Delivery,22,8
6298,9,Product Quality,9,1
6299,10,Product Quality,14,1
6300,6,Other,4,4
6301,5,Product Quality,17,9
6302,2,Late Delivery,6,1
6303,6,Product Quality,2,5
6304,7,Product Quality,19,10
6305,5,Late Delivery,9,9
6306,8,Product Quality,17,10
6307,1,Product Quality,17,4
6308,3,Side Effects,3,10
6309,9,Product Quality,11,3
6310,3,Product Quality,20,7
6311,3,Side Effects,18,8
6312,6,Side Effects,23,6
6313,2,Product Quality,18,5
6314,4,Side Effects,7,8
6315,1,Product Quality,22,2
6316,7,Product Quality,12,2
6317,7,Product Quality,12,8
6318,6,Other,7,3
6319,8,Product Quality,17,1
6320,1,Side Effects,5,10
6321,4,Product Quality,22,5
6322,2,Late Delivery,10,9
6323,7,Product Quality,22,8
6324,3,Wrong Item Received,9,5
6325,3,Late Delivery,8,8
6326,5,Product Quality,3,2
6327,3,Product Quality,13,7
6328,7,Late Delivery,24,2
6329,2,Late Delivery,2,3
6330,4,Product Quality,10,3
6331,9,Product Quality,19,7
6332,7,Other,9,9
6333,1,Product Quality,20,4
6334,3,Product Quality,3,5
6335,9,Side Effects,3,1
6336,8,Product Quality,10,3
6337,2,Product Quality,1,8
6338,5,Product Quality,22,3
6339,2,Product Quality,2,5
6340,1,Side Effects,18,8
6341,7,Product Quality,1,4
6342,1,Product Quality,13,5
6343,7,Product Quality,18,6
6344,7,Product Quality,14,6
6345,5,Side Effects,11,3
6346,4,Wrong Item Received,8,9
6347,9,Late Delivery,23,1
6348,4,Late Delivery,21,1
6349,3,Other,13,3
6350,7,Late Delivery,6,5
6351,3,Product Quality,24,5
6352,5,Late Delivery,16,2
6353,6,Wrong Item Received,3,9
6354,10,Product Quality,8,4
6355,5,Product Quality,9,10
6356,4,Product Quality,19,7
6357,2,Late Delivery,3,9
6358,4,Product Quality,8,3
6359,5,Product Quality,19,10
6360,10,Product Quality,2,2
6361,9,Product Quality,9,9
6362,5,Side Effects,24,5
6363,3,Product Quality,22,6
6364,5,Late Delivery,10,6
6365,3,Other,15,9
6366,6,Product Quality,10,7
6367,5,Late Delivery,4,7
6368,9,Side Effects,4,7
6369,5,Late Delivery,1,6
6370,2,Late Delivery,10,8
6371,10,Product Quality,8,1
6372,2,Late Delivery,22,4
6373,5,Product Quality,11,5
6374,6,Wrong Item Received,11,9
6375,2,Product Quality,21,4
6376,9,Product Quality,2,4
6377,9,Product Quality,19,5
6378,7,Product Quality,8,4
6379,4,Late Delivery,23,4
6380,9,Side Effects,4,3
6381,2,Late Delivery,15,7
6382,9,Product Quality,24,5
6383,1,Product Quality,19,1
6384,1,Product Quality,14,7
6385,9,Product Quality,9,4
6386,9,Product Quality,6,1
6387,2,Late Delivery,22,4
6388,7,Product Quality,9,7
6389,6,Product Quality,18,7
6390,3,Side Effects,2,5
6391,4,Late Delivery,24,7
6392,8,Product Quality,17,1
6393,8,Product Quality,8,4
6394,2,Product Quality,12,6
6395,4,Side Effects,13,7
6396,10,Product Quality,19,8
6397,7,Late Delivery,7,8
6398,6,Product Quality,24,10
6399,6,Late Delivery,16,6
6400,8,Side Effects,15,1
6401,5,Product Quality,1,8
6402,4,Product Quality,5,4
6403,3,Wrong Item Received,24,5
6404,4,Product Quality,21,8
6405,2,Side Effects,12,10
6406,10,Late Delivery,10,1
6407,1,Product Quality,8,9
6408,1,Wrong Item Received,12,2
6409,1,Side Effects,21,9
6410,9,Product Quality,14,7
6411,6,Late Delivery,17,4
6412,8,Product Quality,6,7
6413,7,Side Effects,13,3
6414,3,Wrong Item Received,13,8
6415,7,Side Effects,11,10
6416,5,Product Quality,10,4
6417,10,Product Quality,24,3
6418,10,Product Quality,12,9
6419,7,Product Quality,16,4
6420,3,Late Delivery,12,2
6421,7,Wrong Item Received,17,1
6422,3,Product Quality,6,2
6423,1,Product Quality,4,7
6424,1,Side Effects,7,9
6425,10,Product Quality,19,1
6426,7,Other,6,3
6427,9,Side Effects,18,1
6428,2,Late Delivery,17,6
6429,3,Product Quality,21,7
6430,4,Product Quality,16,9
6431,5,Side Effects,13,8
6432,5,Product Quality,8,9
6433,10,Product Quality,14,2
6434,4,Product Quality,11,10
6435,8,Side Effects,11,10
6436,8,Other,20,10
6437,4,Product Quality,23,2
6438,4,Product Quality,6,10
6439,1,Product Quality,19,3
6440,10,Product Quality,21,3
6441,4,Late Delivery,15,2
6442,9,Side Effects,15,1
6443,1,Product Quality,13,4
6444,4,Product Quality,9,7
6445,6,Late Delivery,12,7
6446,10,Late Delivery,18,1
6447,6,Late Delivery,9,1
6448,5,Product Quality,13,9
6449,2,Product Quality,2,9
6450,3,Late Delivery,13,5
6451,1,Side Effects,7,1
6452,2,Late Delivery,10,8
6453,10,Product Quality,17,3
6454,4,Product Quality,19,5
6455,4,Product Quality,8,7
6456,9,Product Quality,16,2
6457,9,Late Delivery,4,4
6458,1,Product Quality,3,8
6459,3,Product Quality,3,8
6460,6,Late Delivery,5,3
6461,4,Product Quality,16,5
6462,9,Product Quality,19,9
6463,5,Side Effects,10,3
6464,3,Product Quality,20,3
6465,6,Late Delivery,12,8
6466,6,Side Effects,16,7
6467,2,Product Quality,23,8
6468,2,Side Effects,21,6
6469,1,Product Quality,1,5
6470,7,Side Effects,1,4
6471,9,Product Quality,24,10
6472,1,Side Effects,8,5
6473,2,Side Effects,22,4
6474,3,Product Quality,5,9
6475,2,Product Quality,4,3
6476,6,Product Quality,3,2
6477,5,Product Quality,23,3
6478,7,Product Quality,1,1
6479,7,Product Quality,17,9
6480,3,Wrong Item Received,7,2
6481,4,Side Effects,5,2
6482,5,Product Quality,21,1
6483,10,Product Quality,8,3
6484,9,Product Quality,9,6
6485,4,Product Quality,9,3
6486,7,Product Quality,4,7
6487,6,Product Quality,20,5
6488,5,Product Quality,19,3
6489,10,Late Delivery,19,1
6490,5,Late Delivery,12,6
6491,7,Product Quality,22,2
6492,10,Side Effects,20,7
6493,9,Late Delivery,3,2
6494,2,Product Quality,10,2
6495,7,Product Quality,14,8
6496,3,Product Quality,20,4
6497,4,Late Delivery,8,5
6498,7,Wrong Item Received,16,1
6499,9,Product Quality,1,7
6500,2,Side Effects,1,2
6501,9,Product Quality,19,3
6502,10,Wrong Item Received,11,6
6503,6,Product Quality,4,3
6504,1,Product Quality,1,9
6505,4,Product Quality,22,2
6506,5,Late Delivery,1,2
6507,5,Product Quality,19,1
6508,1,Side Effects,6,4
6509,2,Product Quality,22,7
6510,3,Side Effects,19,6
6511,6,Other,22,4
6512,10,Late Delivery,9,1
6513,8,Product Quality,14,2
6514,3,Other,21,7
6515,9,Product Quality,7,7
6516,1,Late Delivery,12,10
6517,10,Product Quality,18,3
6518,8,Product Quality,14,4
6519,6,Product Quality,24,10
6520,9,Late Delivery,7,7
6521,8,Product Quality,14,10
6522,6,Product Quality,13,8
6523,9,Product Quality,15,7
6524,4,Late Delivery,4,7
6525,2,Product Quality,8,10
6526,4,Side Effects,5,2
6527,8,Other,19,9
6528,5,Product Quality,5,4
6529,8,Product Quality,18,10
6530,4,Product Quality,11,6
6531,5,Wrong Item Received,24,4
6532,9,Late Delivery,22,2
6533,2,Product Quality,9,5
6534,9,Side Effects,21,3
6535,5,Late Delivery,12,6
6536,2,Product Quality,17,1
6537,1,Late Delivery,3,10
6538,10,Late Delivery,20,1
6539,2,Product Quality,18,9
6540,3,Late Delivery,20,8
6541,10,Product Quality,21,8
6542,7,Product Quality,22,7
6543,5,Side Effects,22,7
6544,9,Product Quality,19,1
6545,7,Product Quality,9,10
6546,9,Late Delivery,18,4
6547,2,Wrong Item Received,10,1
6548,2,Side Effects,15,4
6549,1,Other,16,5
6550,1,Other,12,3
6551,10,Product Quality,19,7
6552,4,Product Quality,11,1
6553,8,Product Quality,22,5
6554,6,Product Quality,16,5
6555,7,Product Quality,1,2
6556,9,Late Delivery,9,7
6557,1,Side Effects,11,8
6558,3,Wrong Item Received,1,3
6559,5,Late Delivery,1,1
6560,5,Product Quality,7,9
6561,10,Late Delivery,10,8
6562,8,Late Delivery,19,3
6563,10,Product Quality,4,2
6564,7,Product Quality,6,2
6565,2,Product Quality,1,3
6566,1,Late Delivery,6,4
6567,9,Product Quality,19,3
6568,1,Other,18,3
6569,7,Product Quality,22,2
6570,4,Product Quality,12,1
6571,9,Product Quality,10,2
6572,10,Late Delivery,9,3
6573,8,Product Quality,2,4
6574,1,Side Effects,3,4
6575,2,Side Effects,1,3
6576,6,Other,15,5
6577,4,Product Quality,12,1
6578,10,Product Quality,9,8
6579,8,Wrong Item Received,8,9
6580,9,Product Quality,4,8
6581,8,Side Effects,5,4
6582,2,Product Quality,23,1
6583,8,Side Effects,1,8
6584,6,Product Quality,21,4
6585,6,Product Quality,5,8
6586,8,Product Quality,22,1
6587,9,Late Delivery,9,5
6588,1,Side Effects,5,4
6589,2,Late Delivery,1,5
6590,3,Product Quality,1,6
6591,7,Product Quality,5,8
6592,7,Side Effects,1,10
6593,4,Product Quality,20,6
6594,10,Other,22,3
6595,5,Product Quality,18,2
6596,4,Product Quality,7,7
6597,8,Product Quality,24,4
6598,7,Side Effects,5,6
6599,2,Other,10,10
6600,5,Side Effects,11,3
6601,10,Other,15,1
6602,8,Side Effects,19,7
6603,7,Side Effects,18,8
6604,1,Other,23,4
6605,8,Product Quality,7,7
6606,4,Product Quality,5,2
6607,6,Product Quality,14,1
6608,9,Product Quality,18,8
6609,8,Side Effects,13,4
6610,10,Side Effects,1,8
6611,7,Side Effects,22,6
6612,4,Product Quality,13,6
6613,7,Product Quality,2,7
6614,10,Late Delivery,8,2
6615,7,Late Delivery,6,7
6616,9,Product Quality,12,2
6617,6,Product Quality,22,6
6618,5,Product Quality,16,4
6619,9,Product Quality,8,4
6620,3,Product Quality,1,8
6621,6,Product Quality,1,8
6622,1,Product Quality,5,3
6623,7,Product Quality,3,4
6624,8,Late Delivery,18,4
6625,10,Other,9,5
6626,1,Late Delivery,24,6
6627,1,Product Quality,8,4
6628,1,Late Delivery,15,4
6629,4,Product Quality,22,8
6630,6,Product Quality,12,4
6631,7,Product Quality,19,8
6632,4,Side Effects,6,1
6633,6,Product Quality,19,5
6634,6,Product Quality,17,7
6635,6,Late Delivery,11,4
6636,2,Side Effects,16,9
6637,1,Product Quality,6,4
6638,9,Product Quality,22,5
6639,8,Late Delivery,2,3
6640,4,Side Effects,6,8
6641,5,Side Effects,17,10
6642,1,Product Quality,23,9
6643,7,Product Quality,16,3
6644,4,Product Quality,15,4
6645,9,Late Delivery,11,9
6646,5,Late Delivery,12,9
6647,10,Product Quality,17,5
6648,5,Product Quality,23,2
6649,3,Wrong Item Received,21,10
6650,3,Product Quality,13,5
6651,4,Product Quality,21,2
6652,1,Wrong Item Received,9,4
6653,2,Side Effects,2,10
6654,10,Late Delivery,15,6
6655,5,Product Quality,14,9
6656,8,Late Delivery,7,7
6657,9,Wrong Item Received,2,4
6658,3,Late Delivery,5,5
6659,4,Product Quality,24,7
6660,9,Product Quality,18,7
6661,1,Product Quality,4,8
6662,2,Side Effects,9,4
6663,9,Product Quality,24,4
6664,10,Wrong Item Received,12,4
6665,5,Product Quality,4,4
6666,5,Product Quality,10,9
6667,8,Late Delivery,4,10
6668,4,Side Effects,1,8
6669,8,Side Effects,14,2
6670,5,Product Quality,8,5
6671,3,Side Effects,16,5
6672,9,Product Quality,8,9
6673,4,Wrong Item Received,9,4
6674,5,Side Effects,22,6
6675,6,Side Effects,3,10
6676,6,Product Quality,22,7
6677,8,Product Quality,1,7
6678,10,Late Delivery,6,8
6679,8,Product Quality,2,5
6680,4,Late Delivery,7,7
6681,2,Product Quality,6,6
6682,7,Late Delivery,4,8
6683,6,Product Quality,2,6
6684,4,Product Quality,24,3
6685,7,Late Delivery,10,3
6686,1,Product Quality,20,3
6687,10,Product Quality,24,2
6688,3,Side Effects,8,4
6689,7,Product Quality,11,4
6690,9,Product Quality,12,5
6691,4,Product Quality,5,2
6692,3,Side Effects,6,3
6693,7,Product Quality,11,6
6694,5,Late Delivery,4,3
6695,9,Wrong Item Received,3,4
6696,8,Late Delivery,17,3
6697,2,Side Effects,12,3
6698,8,Product Quality,4,10
6699,7,Other,13,2
6700,2,Product Quality,1,7
6701,9,Product Quality,4,3
6702,9,Product Quality,1,1
6703,7,Late Delivery,14,3
6704,10,Late Delivery,16,2
6705,2,Late Delivery,12,5
6706,8,Late Delivery,10,8
6707,8,Product Quality,15,9
6708,5,Product Quality,6,6
6709,1,Late Delivery,10,7
6710,5,Product Quality,12,4
6711,7,Wrong Item Received,3,9
6712,3,Product Quality,19,4
6713,9,Product Quality,19,4
6714,3,Product Quality,12,10
6715,9,Side Effects,3,7
6716,7,Product Quality,18,6
6717,9,Product Quality,22,7
6718,7,Side Effects,10,6
6719,4,Late Delivery,6,4
6720,9,Product Quality,5,6
6721,4,Side Effects,9,1
6722,7,Product Quality,17,7
6723,8,Product Quality,17,7
6724,6,Side Effects,22,10
6725,4,Product Quality,23,8
6726,7,Product Quality,1,7
6727,4,Product Quality,23,7
6728,4,Product Quality,5,7
6729,6,Product Quality,6,8
6730,6,Product Quality,17,4
6731,5,Product Quality,24,3
6732,1,Late Delivery,1,7
6733,9,Product Quality,13,4
6734,1,Side Effects,7,10
6735,9,Product Quality,10,9
6736,5,Side Effects,4,7
6737,5,Side Effects,24,3
6738,1,Product Quality,2,10
6739,8,Other,4,5
6740,6,Side Effects,3,10
6741,3,Late Delivery,3,10
6742,9,Product Quality,5,2
6743,2,Side Effects,11,8
6744,3,Product Quality,8,4
6745,8,Late Delivery,10,9
6746,8,Side Effects,3,1
6747,4,Product Quality,15,1
6748,6,Wrong Item Received,22,2
6749,6,Late Delivery,16,8
6750,6,Other,6,2
6751,4,Late Delivery,9,8
6752,10,Late Delivery,11,4
6753,1,Late Delivery,7,5
6754,3,Product Quality,5,9
6755,1,Product Quality,7,2
6756,9,Late Delivery,24,6
6757,6,Product Quality,6,6
6758,1,Product Quality,2,6
6759,6,Product Quality,7,3
6760,3,Side Effects,13,1
6761,8,Product Quality,20,5
6762,8,Product Quality,10,3
6763,8,Late Delivery,20,10
6764,5,Product Quality,17,4
6765,4,Product Quality,8,6
6766,2,Product Quality,9,2
6767,2,Late Delivery,4,4
6768,2,Side Effects,24,8
6769,7,Other,9,1
6770,8,Late Delivery,19,6
6771,9,Product Quality,3,6
6772,1,Other,7,8
6773,10,Side Effects,23,7
6774,9,Late Delivery,12,4
6775,10,Product Quality,17,4
6776,2,Product Quality,11,4
6777,3,Product Quality,2,10
6778,4,Other,16,1
6779,1,Product Quality,13,10
6780,2,Product Quality,16,1
6781,4,Product Quality,16,8
6782,3,Late Delivery,19,3
6783,7,Wrong Item Received,3,10
6784,10,Side Effects,3,2
6785,3,Product Quality,23,3
6786,7,Product Quality,24,6
6787,4,Late Delivery,6,8
6788,4,Late Delivery,12,9
6789,10,Late Delivery,7,6
6790,10,Product Quality,22,8
6791,9,Side Effects,3,1
6792,4,Wrong Item Received,17,6
6793,5,Product Quality,19,5
6794,10,Product Quality,17,5
6795,8,Product Quality,24,4
6796,3,Product Quality,5,3
6797,6,Product Quality,23,10
6798,10,Product Quality,17,2
6799,9,Side Effects,10,4
6800,1,Product Quality,24,6
6801,2,Product Quality,2,10
6802,9,Late Delivery,13,4
6803,9,Side Effects,3,9
6804,5,Side Effects,6,8
6805,7,Late Delivery,6,8
6806,6,Product Quality,21,5
6807,1,Late Delivery,22,6
6808,6,Side Effects,21,10
6809,9,Product Quality,8,3
6810,9,Late Delivery,1,6
6811,5,Product Quality,12,1
6812,1,Product Quality,14,8
6813,9,Side Effects,19,7
6814,9,Product Quality,5,4
6815,2,Side Effects,6,5
6816,5,Product Quality,7,5
6817,4,Product Quality,15,10
6818,9,Product Quality,17,5
6819,8,Product Quality,16,4
6820,10,Product Quality,19,9
6821,10,Late Delivery,9,6
6822,5,Product Quality,1,3
6823,5,Other,23,4
6824,6,Side Effects,13,8
6825,7,Side Effects,13,5
6826,1,Other,2,10
6827,7,Product Quality,15,2
6828,3,Late Delivery,16,1
6829,3,Side Effects,20,5
6830,2,Wrong Item Received,16,8
6831,8,Product Quality,11,1
6832,3,Product Quality,8,6
6833,5,Late Delivery,21,6
6834,5,Late Delivery,21,2
6835,5,Product Quality,10,9
6836,5,Late Delivery,8,8
6837,6,Product Quality,11,1
6838,5,Late Delivery,1,9
6839,10,Side Effects,2,7
6840,7,Late Delivery,14,9
6841,10,Product Quality,3,9
6842,6,Wrong Item Received,15,8
6843,10,Other,13,8
6844,9,Product Quality,4,9
6845,1,Product Quality,3,9
6846,6,Product Quality,20,7
6847,7,Product Quality,18,4
6848,8,Product Quality,4,10
6849,2,Product Quality,17,6
6850,9,Product Quality,11,4
6851,2,Product Quality,2,5
6852,10,Wrong Item Received,6,5
6853,9,Late Delivery,3,7
6854,1,Side Effects,2,8
6855,1,Product Quality,10,2
6856,1,Product Quality,15,8
6857,8,Side Effects,21,2
6858,3,Product Quality,20,10
6859,5,Product Quality,10,9
6860,10,Product Quality,7,7
6861,6,Product Quality,17,4
6862,9,Product Quality,22,8
6863,1,Side Effects,4,9
6864,1,Side Effects,6,4
6865,9,Product Quality,14,7
6866,1,Product Quality,16,5
6867,7,Product Quality,2,10
6868,6,Product Quality,11,7
6869,6,Product Quality,4,10
6870,10,Product Quality,18,8
6871,7,Product Quality,6,8
6872,10,Side Effects,4,4
6873,4,Product Quality,12,8
6874,9,Late Delivery,16,9
6875,10,Product Quality,6,9
6876,6,Product Quality,17,6
6877,9,Side Effects,15,4
6878,9,Side Effects,9,6
6879,2,Side Effects,11,6
6880,7,Product Quality,5,5
6881,6,Side Effects,19,10
6882,2,Product Quality,4,8
6883,6,Side Effects,17,3
6884,1,Product Quality,3,8
6885,1,Product Quality,8,8
6886,6,Product Quality,23,7
6887,3,Product Quality,19,5
6888,1,Product Quality,15,5
6889,8,Wrong Item Received,2,2
6890,10,Product Quality,17,2
6891,10,Wrong Item Received,15,6
6892,5,Product Quality,24,4
6893,6,Wrong Item Received,5,1
6894,3,Side Effects,3,9
6895,6,Product Quality,1,3
6896,3,Side Effects,8,5
6897,10,Wrong Item Received,15,7
6898,1,Product Quality,7,6
6899,7,Product Quality,5,8
6900,8,Side Effects,18,3
6901,3,Side Effects,12,4
6902,3,Product Quality,4,2
6903,9,Product Quality,20,10
6904,10,Late Delivery,6,4
6905,9,Product Quality,7,6
6906,2,Late Delivery,3,4
6907,3,Side Effects,13,4
6908,9,Product Quality,2,3
6909,3,Product Quality,13,5
6910,1,Product Quality,23,4
6911,3,Product Quality,24,9
6912,6,Product Quality,1,9
6913,9,Side Effects,5,10
6914,8,Late Delivery,19,3
6915,2,Late Delivery,2,3
6916,3,Product Quality,9,2
6917,3,Product Quality,9,8
6918,8,Side Effects,20,6
6919,2,Other,10,8
6920,3,Product Quality,2,9
6921,5,Late Delivery,4,3
6922,4,Product Quality,22,7
6923,4,Side Effects,22,4
6924,2,Late Delivery,16,2
6925,4,Product Quality,3,5
6926,1,Other,3,7
6927,6,Product Quality,2,3
6928,8,Product Quality,2,6
6929,3,Product Quality,15,4
6930,7,Product Quality,11,5
6931,10,Product Quality,7,8
6932,3,Other,20,1
6933,7,Side Effects,13,8
6934,6,Product Quality,3,3
6935,6,Late Delivery,24,9
6936,7,Product Quality,15,7
6937,2,Product Quality,9,9
6938,3,Late Delivery,6,5
6939,10,Product Quality,16,2
6940,6,Side Effects,19,3
6941,1,Side Effects,12,9
6942,9,Product Quality,11,1
6943,2,Other,8,7
6944,3,Side Effects,11,3
6945,9,Late Delivery,8,3
6946,8,Product Quality,14,5
6947,5,Product Quality,14,6
6948,5,Late Delivery,8,4
6949,1,Late Delivery,8,9
6950,2,Product Quality,14,4
6951,3,Side Effects,1,10
6952,10,Late Delivery,10,8
6953,10,Product Quality,12,8
6954,6,Product Quality,15,5
6955,5,Product Quality,24,5
6956,2,Side Effects,15,1
6957,1,Product Quality,9,3
6958,6,Product Quality,24,10
6959,10,Side Effects,3,7
6960,7,Product Quality,20,1
6961,4,Side Effects,1,4
6962,9,Product Quality,17,6
6963,2,Late Delivery,11,2
6964,6,Side Effects,22,9
6965,5,Wrong Item Received,20,6
6966,7,Late Delivery,5,6
6967,4,Other,2,3
6968,10,Product Quality,6,4
6969,3,Product Quality,3,3
6970,1,Product Quality,6,8
6971,5,Product Quality,9,6
6972,3,Other,24,5
6973,6,Late Delivery,6,5
6974,7,Product Quality,12,5
6975,6,Side Effects,7,2
6976,5,Side Effects,10,9
6977,10,Product Quality,14,4
6978,2,Product Quality,17,5
6979,8,Other,18,1
6980,9,Product Quality,17,4
6981,8,Product Quality,17,4
6982,1,Side Effects,23,1
6983,10,Product Quality,2,8
6984,10,Product Quality,6,3
6985,5,Product Quality,14,1
6986,6,Late Delivery,2,1
6987,3,Product Quality,11,10
6988,1,Product Quality,22,7
6989,1,Product Quality,18,3
6990,5,Product Quality,4,5
6991,8,Product Quality,15,4
6992,9,Product Quality,13,2
6993,1,Product Quality,13,5
6994,1,Product Quality,20,5
6995,7,Side Effects,20,8
6996,7,Product Quality,9,10
6997,2,Side Effects,14,4
6998,6,Product Quality,2,8
6999,5,Product Quality,8,8
7000,1,Product Quality,24,5
7001,1,Product Quality,19,2
7002,6,Product Quality,21,2
7003,9,Late Delivery,15,1
7004,4,Product Quality,21,5
7005,5,Other,6,5
7006,1,Side Effects,22,7
7007,4,Product Quality,16,3
7008,3,Product Quality,23,4
7009,7,Side Effects,9,1
7010,1,Late Delivery,18,10
7011,3,Product Quality,4,3
7012,8,Wrong Item Received,15,5
7013,10,Product Quality,7,10
7014,2,Late Delivery,5,6
7015,2,Side Effects,2,7
7016,5,Late Delivery,2,1
7017,4,Product Quality,11,5
7018,9,Product Quality,18,3
7019,1,Product Quality,5,8
7020,1,Product Quality,21,5
7021,10,Product Quality,5,6
7022,3,Side Effects,22,6
7023,4,Product Quality,12,2
7024,6,Product Quality,1,5
7025,6,Product Quality,17,8
7026,8,Side Effects,24,9
7027,2,Product Quality,4,4
7028,5,Side Effects,23,5
7029,10,Side Effects,24,2
7030,7,Product Quality,4,1
7031,1,Product Quality,18,9
7032,2,Product Quality,13,2
7033,5,Side Effects,6,8
7034,5,Late Delivery,22,10
7035,9,Product Quality,14,10
7036,5,Side Effects,9,1
7037,3,Late Delivery,13,3
7038,1,Product Quality,3,2
7039,10,Product Quality,13,9
7040,4,Product Quality,7,2
7041,2,Late Delivery,22,4
7042,4,Product Quality,11,9
7043,7,Product Quality,24,8
7044,8,Product Quality,19,2
7045,6,Side Effects,6,9
7046,1,Other,13,4
7047,4,Late Delivery,20,7
7048,4,Product Quality,22,6
7049,10,Product Quality,11,8
7050,8,Wrong Item Received,16,7
7051,5,Side Effects,22,6
7052,1,Late Delivery,12,6
7053,1,Side Effects,17,7
7054,9,Other,18,10
7055,2,Product Quality,1,9
7056,2,Product Quality,11,9
7057,6,Side Effects,2,3
7058,9,Product Quality,13,6
7059,5,Wrong Item Received,2,7
7060,3,Wrong Item Received,7,4
7061,9,Product Quality,17,2
7062,2,Side Effects,9,9
7063,1,Product Quality,2,10
7064,4,Late Delivery,15,2
7065,6,Product Quality,2,2
7066,9,Side Effects,18,1
7067,8,Product Quality,12,1
7068,8,Late Delivery,2,8
7069,7,Side Effects,19,1
7070,6,Late Delivery,7,8
7071,8,Late Delivery,5,10
7072,6,Side Effects,2,8
7073,6,Product Quality,22,8
7074,4,Wrong Item Received,21,5
7075,7,Late Delivery,6,4
7076,4,Late Delivery,19,6
7077,5,Product Quality,15,10
7078,8,Late Delivery,1,2
7079,9,Side Effects,7,4
7080,9,Side Effects,3,10
7081,8,Side Effects,18,7
7082,6,Late Delivery,8,2
7083,8,Product Quality,24,9
7084,7,Side Effects,6,5
7085,6,Product Quality,23,8
7086,1,Product Quality,22,2
7087,3,Side Effects,4,9
7088,5,Product Quality,7,1
7089,9,Side Effects,7,9
7090,3,Side Effects,23,1
7091,8,Product Quality,19,8
7092,5,Wrong Item Received,13,7
7093,10,Side Effects,21,9
7094,7,Product Quality,19,8
7095,8,Product Quality,9,8
7096,2,Product Quality,12,1
7097,2,Other,10,10
7098,7,Side Effects,7,9
7099,1,Product Quality,6,6
7100,7,Late Delivery,22,2
7101,7,Product Quality,9,9
7102,1,Wrong Item Received,16,6
7103,10,Product Quality,4,7
7104,5,Wrong Item Received,7,8
7105,8,Late Delivery,5,6
7106,3,Wrong Item Received,20,6
7107,9,Product Quality,3,2
7108,10,Product Quality,17,2
7109,5,Product Quality,2,3
7110,7,Product Quality,19,4
7111,5,Product Quality,24,6
7112,4,Product Quality,16,10
7113,9,Product Quality,3,6
7114,3,Product Quality,22,3
7115,5,Late Delivery,7,9
7116,6,Product Quality,12,5
7117,6,Product Quality,14,9
7118,3,Late Delivery,2,8
7119,2,Product Quality,3,5
7120,6,Late Delivery,17,6
7121,8,Wrong Item Received,23,5
7122,6,Product Quality,22,5
7123,6,Late Delivery,5,1
7124,5,Late Delivery,21,2
7125,4,Side Effects,4,2
7126,10,Late Delivery,14,3
7127,4,Product Quality,15,6
7128,5,Side Effects,16,10
7129,6,Side Effects,3,8
7130,7,Product Quality,23,8
7131,9,Product Quality,19,8
7132,7,Product Quality,4,7
7133,8,Product Quality,13,6
7134,4,Product Quality,7,5
7135,6,Product Quality,9,2
7136,4,Product Quality,19,8
7137,9,Product Quality,10,9
7138,4,Product Quality,7,1
7139,6,Other,23,3
7140,10,Side Effects,2,3
7141,7,Side Effects,22,9
7142,7,Product Quality,14,10
7143,8,Side Effects,20,7
7144,5,Side Effects,20,8
7145,3,Late Delivery,4,1
7146,3,Side Effects,19,1
7147,7,Wrong Item Received,16,6
7148,3,Wrong Item Received,18,1
7149,9,Late Delivery,12,3
7150,9,Product Quality,8,6
